id,slug,title,identifier,comment_count,upvote_count,view_count,rating_count,average_rating,post_summary.emotions.overall_sentiment,post_summary.actions.coin_rotation,post_summary.audio_elements.auditory_transcription,post_summary.psycological_view_of_video.trait_one,post_summary.psycological_view_of_video.trait_two,post_summary.psycological_view_of_video.trait_three
1264,d23ba0d40eee766a3f626acea95efbefb4d99950,#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin (1),9MzyeIV,0,0,35,10,18,No Data,No Data,No Data,No Data,No Data,No Data
1265,23c6152976ffcb32513c35c2053f9d268f1e332f,#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin,L846dJS,0,0,40,4,23,No Data,No Data,No Data,No Data,No Data,No Data
1266,677f0e8fe1890b64f5aa6704e1f0d20deb9b8b2b,#crypto #memecoins to buy today! SCF on my radar! My post is NFA.  #cryptomemecoin #solanamemecoin #newmemecoin #solanacoin #solanamemes,8n5KnFO,0,0,14,2,17,No Data,No Data,No Data,No Data,No Data,No Data
1268,bf0bb7c03bafd1a54faaa0cbdb24d7224eefe42d,3 meme coins that will explode this bull run. N.F.A #memecoin #memecoins #solana #crypto #cryptotrading #cryptoinvesting #bullrun #fyp,lrzs2BB,0,1,15,3,22,No Data,No Data,No Data,No Data,No Data,No Data
1272,66dc860a0c910faa1340856347c02973308365c5,#trading #memecoins #taylorswift #solana #solanasummer #cryptocurrency #ai,OUZaC7Y,0,0,12,1,17,No Data,No Data,No Data,No Data,No Data,No Data
1276,1f76d6485a811c69d0b5fa6fefcdf13bd4aab34d,Daily realisation #trading #crypto #bitcoin #ethereum #solana #memecoins,nZ1z_u-,0,1,61,8,22,No Data,No Data,No Data,No Data,No Data,No Data
1277,7bd4d4aa1448f46081ce8256d22a1e1e49253114,Did you know this new memecoin on Solana_ 🥶👀 Let me know what you think about this crypto! 👇🏻 #crypto #cryptok #memecoin #altcoin #cryptonews #solana,msboJnb,0,0,33,5,23,No Data,No Data,No Data,No Data,No Data,No Data
1281,46f36890a8e17d50fd77dcdf4fe276eb0561a4f4,Memecoin dreams #memecoin #trading #funny #wojak #solana #sol #xrp #brett #ponke #bobo #pepe #memecoins #memecoinseason,h9hWfME,0,0,6,3,14,No Data,No Data,No Data,No Data,No Data,No Data
1282,ec5e18fec5c78d3188cdaa4e773de64ebf521766,Nice bit of Sunday news #solana #solanamemecoin #solanamemes #trending #memecoin #bullrun2024,1oRNz-S,0,0,40,3,18,No Data,No Data,No Data,No Data,No Data,No Data
1283,f7a231178ea3dda1dd29cd470960571ad66b7a61,Pump fun and the trenches in shambles #pumpfun #solana #memecoins,S4iMScK,0,0,43,6,26,No Data,No Data,No Data,No Data,No Data,No Data
1284,80f6df0d8a0a803e6715c9b0443cdee92b52431a,Solana Buntun bridge  #ctto#sunset #Solana#calm #sky #fyp #trendingvideo,gOsCM6Z,5,1,31,2,16,No Data,No Data,No Data,No Data,No Data,No Data
1285,223871b64c59b36fbbe207e561288704e8f49d10,Strategies I use to trade crypto memecoins and actually be profitable  #crypto #memecoins #solana #trading,iqXbapS,0,0,12,2,18,No Data,No Data,No Data,No Data,No Data,No Data
1286,e6a8a2417099d0325e33237701786e2c30868a16,Successful Night 🤩 #memecoins #trading #cryptocurrency #crypto #fyp #solana #SOL #pumpfun #nocturnal,4Temijc,0,1,37,12,22,No Data,No Data,No Data,No Data,No Data,No Data
1287,caf1258edc5638262ff66e3dbfbbeae4db3f191c,Trading memecoins #memecoin #solana #bitcoin #funny #usa #fyp #animation #animationmeme #memecoins #2d #foryou #foryoupage #repost #viraltiktok,evdIt_Z,0,0,29,8,17,No Data,No Data,No Data,No Data,No Data,No Data
1288,ff9774e14014f2deb15102197e14e093abe2087c,Trading memecoins in 2024 ____ $DUKO ON SOLANA #memecoins #memecoin #solana,Mvsv3jt,1,0,39,14,19,No Data,No Data,No Data,No Data,No Data,No Data
1289,dc6fb965dcf1a2d2bf5fdb320aa6cc735223c5c3,Who else has trades the EXACT same way 😭💰 #crypto #finance #wealth #crytocurrency #money #solana #memecoins,ZO40A2Z,0,0,27,5,22,No Data,No Data,No Data,No Data,No Data,No Data
1290,3689bcc5ec191a0ed89f205ce3992040720102b8,Solana's MYRO Takes the Meme Coin Throne in SHOCKING Upset,cliucIA,0,0,18,4,19,No Data,No Data,No Data,No Data,No Data,No Data
1291,2695583f3ad45edf8852029af9ca761a5f38105e,Can Moo Deng’s MEME COIN GO HIGHER_ #shorts,ajMOQkc,0,0,27,5,20,No Data,No Data,No Data,No Data,No Data,No Data
1292,d4388c21bb5610d12a7f59f40b88d13473c5fb74,Day 22 turning $100 into 100000 by trading meme coins #trading #memecoin #crypto #solana,7LUUxsH,3,4,93,21,21,No Data,No Data,No Data,No Data,No Data,No Data
1293,e2bd207aa4519a3e8d32288c5b6c8c5b928ae95e,Solana Coins vs Base Coins,veuwiod,0,0,23,11,18,No Data,No Data,No Data,No Data,No Data,No Data
1294,c65af847a67d4a5140bafed828cf3981e94ab866,100x on solana memecoin MOODENG because of this memecoin signal server  #memecoin #crypto #moodeng,lWL8Et7,1,1,66,5,21,No Data,No Data,No Data,No Data,No Data,No Data
1295,fd97dcb5ac2014a8de09eafbe12adeff5c93a8c0,🚀 MOO DENG Solana Meme Coin Hits $70M Market Cap in Just Two Weeks! 🐮💥,M4mn296,0,1,27,3,15,No Data,No Data,No Data,No Data,No Data,No Data
1296,7f66b513d61e2aeedc1091bf47d0b9830dbec2ed,One Dollar and a Dream series (lost $$$ in seconds ) Solana meme coins,6rx5G94,0,0,6,2,18,No Data,No Data,No Data,No Data,No Data,No Data
1297,928b2e6255467d04b090d2153889397fb289ca55,Why You Should Keep An Eye On Solana! #crypto #bitcoin #solana #shorts #viralshorts #trending #fyp,9zqF7DL,0,0,22,4,20,No Data,No Data,No Data,No Data,No Data,No Data
1298,01c7ba88580fb351539d498e695fecd8f0f46316,Is $BOME Token Halal_ Is $BOME Token Shariah Compliant_ #shorts #crypto #halalcrypto,ScrBEUZ,0,0,3,2,13,No Data,No Data,No Data,No Data,No Data,No Data
1299,59b56c53d099382cab88abeb879de348fead4f15,Get to Work 🏗️ #crypto #solana #memecoin #mrow #shorts,dGEKwU4,0,0,20,3,18,No Data,No Data,No Data,No Data,No Data,No Data
1300,2879b6dbfdd8d94229ec30ec0c42311c53ee341e,Moodeng made people millionaires⁉️🤯#crypto #shorts  #moodeng #hippo #memecoin #viralvideo,lGCbmyz,3,4,68,16,19,No Data,No Data,No Data,No Data,No Data,No Data
1301,8b9537dbc1b9d3aaf47ba540c9ece0803b030019,🚀 Best memecoins on Tron,BU6iLt3,0,0,12,3,18,No Data,No Data,No Data,No Data,No Data,No Data
1302,6149b8d52af047ee1b9c5b58ac85aab28904ca35,videoplayback,EqH4JMR,0,0,26,2,21,No Data,No Data,No Data,No Data,No Data,No Data
1303,e8c16bfa42d966b252b18e41d41f1c16bf796750,Welcomr to RoroLand #cryptocurrency #meme #token #solana,frUfVVv,0,0,12,4,21,No Data,No Data,No Data,No Data,No Data,No Data
1304,7fb299812078213c3709609921219d72d6027ea5,Welcome to the beginning of something Amazing!! We are alive!!!! Hahahhaha coff coff.  $FROGGYBOOM #token #solana #meme #memecoin #trump2024,vAJEUPw,2,1,36,4,20,No Data,No Data,No Data,No Data,No Data,No Data
1305,234045f79a18401e1a553a79b58bbd41a7aab62b,$cost meme on solana.  Culture of solana token.  #crypto #meme #crown #1000x @CultureofSolanaToken,pbT0Yxd,0,0,22,5,22,No Data,No Data,No Data,No Data,No Data,No Data
1306,aa10264283a6b879d5f92485c3d7a53b42d0ed42,Culture of Solana Token $COST.   #  2024  Trump.  Trump Supporters,3WnTZUH,0,0,32,7,22,No Data,No Data,No Data,No Data,No Data,No Data
1307,5269730f5298d3088f669a34d44558360f82fe41,stevencrypto321 - 7412525180750433582,GGl66ba,0,0,31,2,17,No Data,No Data,No Data,No Data,No Data,No Data
1308,1e8f8e3b42a63d17d477fe43c5bda9e6fbd11dc9,$COST culture of solana token,MtueTfz,0,0,10,3,15,No Data,No Data,No Data,No Data,No Data,No Data
1309,bbf8f7034f14cee753454d81058dd7cae55ef4ea,#cryptomeme #solana #shitcoins #memecoin,s7b8cZx,0,2,24,7,18,No Data,No Data,No Data,No Data,No Data,No Data
1310,578cf7165f09b1317ed5f3bcb505eea1e00cb96a,they will never learn  #solana #tate #shitcoins #memecoins #crypto,Tww3fHI,0,1,14,2,13,No Data,No Data,No Data,No Data,No Data,No Data
1311,5521f14ee0a2a575cd7a15e14ad1aafc20ec14b1,Love to see this #solana #crypto #shitcoins #meme #bitcoin,FIy1DWh,0,3,40,15,17,No Data,No Data,No Data,No Data,No Data,No Data
1312,a8851e3e8cf8a993742489ef3d2248f08b6fbfa4,Culture of solana $COST.  New META for bullrun #crypto #meme #bullrun #crown #Culture #bitcoin #cost #altcoin #crwon #100x. #1000x  @CultureofSolanaToken,wP6RbcB,2,2,26,5,14,No Data,No Data,No Data,No Data,No Data,No Data
1313,8e5cce4c3a7feed93ee6b6c457a0adafaba0c7dd,solana.memecoins - 7367640108956175649,iP1RWAn,0,1,55,5,22,No Data,No Data,No Data,No Data,No Data,No Data
1314,5e701a391dc8798e4d5719a24191689c4a7ced12,😂#SOLANA #memecoin #crypto #dexscreener #bullrun,MKpHVPN,0,1,62,5,22,No Data,No Data,No Data,No Data,No Data,No Data
1315,b1ac22641c887de1607046079e42731e73bc857f,do it now,C3K_2Sx,0,3,32,1,36,No Data,No Data,No Data,No Data,No Data,No Data
1316,8cda2318c3c194eda23b969557584e8c93979183,The best piece of creative advice i was ever given,A5z0MLA,0,1,19,2,32,No Data,No Data,No Data,No Data,No Data,No Data
1319,f26578152321cb7af7b418e6140983e67adaaa65,shooting tips,SwWMBXa,0,0,12,2,30,No Data,No Data,No Data,No Data,No Data,No Data
1320,c6e4d6f0bd1ea9a9d8e8c0713d3377cc39ce4d0d,for immediate editing!!!!,sHYzmBi,0,0,9,1,17,No Data,No Data,No Data,No Data,No Data,No Data
1321,d16bb3bee47ea1f71c1f8249ffea81fc3852786f,Ai viral hack!!!,0l0gyd0,0,1,8,2,26,No Data,No Data,No Data,No Data,No Data,No Data
1322,c66c5863625a34a805684f349b8d88d489fd20d0,💥💥💥,P-MBb--,0,0,3,2,44,No Data,No Data,No Data,No Data,No Data,No Data
1323,92b4230c60e861e487fb167dc342ac796e7ab8a3,🚗 ⏩⏩,OlIpT2j,0,0,8,2,52,No Data,No Data,No Data,No Data,No Data,No Data
1324,fb8a74864ee05105898f8cddafc1c46e9a52be75,🏔️🌄,UJaLgdv,0,0,4,1,22,No Data,No Data,No Data,No Data,No Data,No Data
1325,0b39a4e966a585d23bb4ac7d913803d4c021ce80,1 edit will be free!!!!!,tXGynlV,0,0,4,1,26,No Data,No Data,No Data,No Data,No Data,No Data
1326,199d869c48866618f2d78f26d29e80d085349d6b,something different!!!!,bUSkgPx,0,0,5,2,14,No Data,No Data,No Data,No Data,No Data,No Data
1327,4853f0efe02c71ecdde299181c07356a4accebc9,💯💯💯,Fxxe7QB,0,0,5,2,17,No Data,No Data,No Data,No Data,No Data,No Data
1328,c585e642dffcedc2ec06c7bfe07072993325fe8c,Peak Beauty of Nature.....................#sunsetphotography,o3BUknO,0,0,5,2,20,No Data,No Data,No Data,No Data,No Data,No Data
1329,09eb4312cb38e31c5bb0a61ed2844923a32910af,snow!!!,p4i82yZ,0,0,3,1,15,No Data,No Data,No Data,No Data,No Data,No Data
1330,9f277cfc23c03f3a407bdae2458a92937e49a7a4,Dancing Cat - @visiontoinspire #dodge #hellcat #charger #musclecars #4k #dodgechallanger #dodgehel...,W_m5Zs_,0,0,4,1,15,No Data,No Data,No Data,No Data,No Data,No Data
1331,fbad736b17c744253cdaa79a249a8ed7b36ebc57,The perfect conditions in Norway .Would you take a boatride hereThe view was stunning in every direction.#drone #dji #norway,Uz98EAh,0,0,7,2,56,No Data,No Data,No Data,No Data,No Data,No Data
1332,ece97b1efa78b1042eaa21170d38f83a006103b6,"Kalsubai is the highest peak in Maharashtra, standing at an impressive 1,646 meters (5,400 feet) above sea level. Located in the Western Ghats, near the town of Igatpuri, it’s known for its scenic views, challenging trekking paths, and the famous Kalsubai",5A0oaCu,0,0,13,2,28,No Data,No Data,No Data,No Data,No Data,No Data
1334,ce76de5e51d2c4590c9f1fd947c1f2dffcb83938,"Tap into the magic of winter. .Sometimes, all it takes is one switch to open up a whole new world. From green hills to snow-capped peaks, and the Northern Lights dancing in the sky. Winter magic unlocked! #snowman #music.#snow #winterseason #editing",15NGhqi,0,0,5,2,17,No Data,No Data,No Data,No Data,No Data,No Data
1335,bdc13af36b85c9170d6b7bd29e48009719220441,anzeige -- ️From idea to masterpiece ️with the,ICwNbra,0,0,10,2,15,No Data,No Data,No Data,No Data,No Data,No Data
1336,5bcf09ef8e1557548f2b3ca645f034f571d3e420,"In the heart of darkness, magic is our only shield .Magic unleashed with @nost___ .#harrypotte",IQ-Mqig,0,0,14,2,18,emotional resonance of determination and trust,No Data,No Data,No Data,No Data,No Data
1338,b2b57eaad22b99cab4b53d1c3405cf75d10d884e,crypto VFX animation art work!!,TVONNqv,0,2,23,1,12,No Data,"The coin rotates gracefully, showcasing its detailed design.","Minimal audio, with the word 'You.'",Charismatic representation through animation.,Engaging and dynamic presentation.,Excitement about digital currency opportunities.
